,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
2008,1079769561526865920,1079769561526865920,2018-12-31,joaquinfinney,"""Dimly lit rooms, slow swaying movements, and swaddling are said to help reduce the effects of colic.""  https://t.co/c20oXISxrO    https://t.co/maGpDLRQ3v","['babycry', 'anxiety']","""Dimly lit rooms, slow swaying movements, and swaddling are said to help reduce the effects of colic.""  https://t.co/c20oXISxrO #BabyCry #Anxiety  https://t.co/maGpDLRQ3v",1
2009,1079769411186237440,1079769411186237440,2018-12-31,optimalnt1,The benefits of magnesium glycinate It has a calming effect on your brain due to the presence of glycine. It can help relieve  and promote better . It helps keep bones strong by maintaining healthy bone density.  https://t.co/8ywZNDBb6Q  https://t.co/MFGxyrBZAi,"['anxiety', 'sleep']",The benefits of magnesium glycinate It has a calming effect on your brain due to the presence of glycine. It can help relieve #anxiety and promote better #sleep. It helps keep bones strong by maintaining healthy bone density.  https://t.co/8ywZNDBb6Q  https://t.co/MFGxyrBZAi,1
2010,1079768727464247299,1079768727464247299,2018-12-31,rogins1963,Anxiety attack. Life changed for me in 25 minutes.  https://t.co/yADgqMQa0B    https://t.co/jOiMDIV9sN,"['anxiety', 'stress']",Anxiety attack. Life changed for me in 25 minutes.  https://t.co/yADgqMQa0B #anxiety #stress  https://t.co/jOiMDIV9sN,1
2011,1079768138370015233,1079768138370015233,2018-12-31,imshwetta,Need some  or     ,"['peptalk', 'motivationaltalk', 'holidaydepression', 'holidayblues', 'anxiety']",Need some #PepTalk or #MotivationalTalk  #HolidayDepression #HolidayBlues #Anxiety,1
2012,1079767676229017601,1079767676229017601,2018-12-31,tracyshawn,Some of the bravest souls on earth don’t know it=  .  to you all🌎🌍🌏,"['anxiety', 'warriors', 'happy2019']",Some of the bravest souls on earth don’t know it= #anxiety #warriors. #Happy2019 to you all🌎🌍🌏,1
2013,1079766659793997824,1079766659793997824,2018-12-31,beatconstraints,"You can only imagine a super strong, 120 pd dog hysterical during fireworks, so I have experience solving this. You can get anti-anxiety med from your vet. I’ve also found that replacing the fireworks noise with meditation music helps Tuba.     https://t.co/i2BTEH6m1o","['dogs', 'anxiety']","You can only imagine a super strong, 120 pd dog hysterical during fireworks, so I have experience solving this. You can get anti-anxiety med from your vet. I’ve also found that replacing the fireworks noise with meditation music helps Tuba. #dogs #Anxiety   https://t.co/i2BTEH6m1o",1
2014,1079764466131234816,1079764466131234816,2018-12-31,aroma_answers, from  Now with  -  From aIncredible   https://t.co/dvAJy0CbhS  https://t.co/MRV5WWchnN  https://t.co/6mlt8AC7RV,"['comfort', 'anxiety', 'aromatherapy', 'learn', 'video']",#Comfort from #Anxiety Now with #Aromatherapy - #Learn From aIncredible #Video  https://t.co/dvAJy0CbhS  https://t.co/MRV5WWchnN  https://t.co/6mlt8AC7RV,1
2015,1079764021983830016,1079764021983830016,2018-12-31,themcfet,"Can't face going out tonight, just to listen to pissed-up eejits linking hands &amp; singing loudly at midnight.  I think the Auld Lang Xiety might be kicking in again.      ","['hny2019', 'auldlangsyne', 'hogmanay', 'anxiety', 'auldlangxiety']","Can't face going out tonight, just to listen to pissed-up eejits linking hands &amp; singing loudly at midnight.  I think the Auld Lang Xiety might be kicking in again.  #HNY2019 #AuldLangSyne #Hogmanay #Anxiety #AuldLangXiety",1
2016,1079763939402108928,1079763939402108928,2018-12-31,glass1ncision,"Attention: Needing your assistance in building a ""positive coping skill""  toolbox.. No income, relying on appreciated donations  https://t.co/yWgxqv5yQv  please consider helping me attain self-care measures in 2019.   ","['ptsd', 'multiplesclerosis', 'anxiety']","Attention: Needing your assistance in building a ""positive coping skill""  toolbox.. No income, relying on appreciated donations  https://t.co/yWgxqv5yQv  please consider helping me attain self-care measures in 2019. #ptsd #MultipleSclerosis #anxiety",1
2017,1079762920395821058,1079762920395821058,2018-12-31,jeffmarchette,Riding out an  spike and  mood swings. I just want my meds to kick in.,"['anxiety', 'bipolar']",Riding out an #anxiety spike and #bipolar mood swings. I just want my meds to kick in.,1
2018,1079762744793014272,1079762744793014272,2018-12-31,naturismback2,I feel for anybody who as suffered brain numbing    ,"['deppression', 'anxiety', 'stress', 'joinin']",I feel for anybody who as suffered brain numbing #deppression #anxiety #stress #JoinIn,1
2019,1079761870154752003,1079761870154752003,2018-12-31,energeticpaths,Psychological benefits of walking through forest areas.  https://t.co/b73eBzN6D8 ,['anxiety'],Psychological benefits of walking through forest areas.  https://t.co/b73eBzN6D8 #Anxiety,1
2020,1079761657205874689,1079761657205874689,2018-12-31,em_ilyyann,Seeing people post a bunch of stuff they did this year &amp; places they went &amp; got sad n bothered that I didn't do many exciting things and my anxiety holds me back from legit everything. and that I allow it to hold me back. 🙃   ,"['sappypost', 'anxiety', 'sucks']",Seeing people post a bunch of stuff they did this year &amp; places they went &amp; got sad n bothered that I didn't do many exciting things and my anxiety holds me back from legit everything. and that I allow it to hold me back. 🙃 #sappypost #anxiety #sucks,1
2021,1079759789725495296,1079759789725495296,2018-12-31,csahvet,"Do you have a dog who experiences   or  (e.g. - having a large group of people over for a NYE party)? Here’s a DIY  you can make with a scarf. While it won’t completely ease anxiety or fear, the compression may help.  https://t.co/tIUdZGeB2y","['noise', 'phobias', 'anxiety', 'thundershirt']","Do you have a dog who experiences #noise #phobias or #anxiety (e.g. - having a large group of people over for a NYE party)? Here’s a DIY #Thundershirt you can make with a scarf. While it won’t completely ease anxiety or fear, the compression may help.  https://t.co/tIUdZGeB2y",1
2022,1079757678061080576,1079757678061080576,2018-12-31,duncanariach,"Every now and then I find myself worrying about something only to then realize that the thing I’m worrying about is just a message saying, “Hey, engage with me, follow this path to find out what’s here, and be transparent about me with others.”    ","['love', 'life', 'anxiety', 'freedom']","Every now and then I find myself worrying about something only to then realize that the thing I’m worrying about is just a message saying, “Hey, engage with me, follow this path to find out what’s here, and be transparent about me with others.” #love #life #anxiety #freedom",1
2023,1079756437549502465,1079756437549502465,2018-12-31,kaylakeonai,"TODAY: -drink your coffee -stay focused and positive -don't freak out -remember, stabbing people is wrong! now...are you wearing pants?   ? ","['goodmythicalmorning', 'anxiety', 'goodluck']","TODAY: -drink your coffee -stay focused and positive -don't freak out -remember, stabbing people is wrong! now...are you wearing pants?  #goodmythicalmorning #anxiety? #goodluck",1
2024,1079756332465618944,1079756332465618944,2018-12-31,counsellorscafe,"Online  is not a  substitute, but a step to help manage    https://t.co/JJPn9osQBu","['cbt', 'therapy', 'anxiety', 'mentalhealth']","Online #CBT is not a #therapy substitute, but a step to help manage #anxiety #mentalhealth  https://t.co/JJPn9osQBu",1
2025,1079755057938210817,1079755057938210817,2018-12-31,rosebucket16,Having stressful dreams about work on vacation is just my mind telling me that I can never relax ,['anxiety'],Having stressful dreams about work on vacation is just my mind telling me that I can never relax #anxiety,1
2026,1079754473583640582,1079754473583640582,2018-12-31,jcpinwestwales,Want to return to work but experiencing ? Don't worry  is here for you! For more info click this link!  https://t.co/04HUfkmMn6  https://t.co/Exu2ICPcDQ,"['anxiety', 'accesstowork']",Want to return to work but experiencing #Anxiety? Don't worry #accesstowork is here for you! For more info click this link!  https://t.co/04HUfkmMn6  https://t.co/Exu2ICPcDQ,1
2027,1079754351961427968,1079754351961427968,2018-12-31,reliefofanxiety,"2018 has been one of the hardest years for a long while and has at points, pushed me right to the edge. But even amongst it all, I’m lucky enough to say I’m working the night shift tonight doing a job I love. Here’s hoping 2019 will be a better one! 👮🏻‍♀️ ","['mentalhealth', 'anxiety']","2018 has been one of the hardest years for a long while and has at points, pushed me right to the edge. But even amongst it all, I’m lucky enough to say I’m working the night shift tonight doing a job I love. Here’s hoping 2019 will be a better one! 👮🏻‍♀️#mentalhealth #anxiety",1
2028,1079754224823611398,1079754224823611398,2018-12-31,evakatona,Book review: Thrive Through Yoga - A 21-Day Journey by @nicolajanehobbs  https://t.co/1CuowJTTSa     https://t.co/wwsewQJFIy,"['yoga', 'anxiety', 'bookreview']",Book review: Thrive Through Yoga - A 21-Day Journey by @nicolajanehobbs  https://t.co/1CuowJTTSa #yoga #anxiety #bookreview  https://t.co/wwsewQJFIy,1
2029,1079754116195409922,1079754116195409922,2018-12-31,rtzhope,"As we move forward into the new year, for us ,  and  tend to come up because we feel that with this new beginning, we are leaving our babies behind.   Our babies are always with us. Take time to notice how they might be trying to connect with you.  https://t.co/MVHbgmG2tB","['bereavedparents', 'anxiety', 'grief']","As we move forward into the new year, for us #bereavedparents, #anxiety and #grief tend to come up because we feel that with this new beginning, we are leaving our babies behind.   Our babies are always with us. Take time to notice how they might be trying to connect with you.  https://t.co/MVHbgmG2tB",1
2030,1079752966863708162,1079752963315228672,2018-12-31,lauraintheraw1,"If I could learn how not to be triggered by things I read or things I hear, that would be fucking phenomenal. I hate internalizing everything.  ","['anxiety', 'fear']","If I could learn how not to be triggered by things I read or things I hear, that would be fucking phenomenal. I hate internalizing everything. #anxiety #fear",1
2031,1079752788559699968,1079752788559699968,2018-12-31,breatheroom," comes in all shapes and sizes. For writer Marina Nazario, one of the biggest things that helped calm her anxiety is travel.   https://t.co/Jbl6HCvnAH",['anxiety'],"#Anxiety comes in all shapes and sizes. For writer Marina Nazario, one of the biggest things that helped calm her anxiety is travel.   https://t.co/Jbl6HCvnAH",1
2032,1079752651179347968,1079752651179347968,2018-12-31,anxietyhypno,My number one 2018 highlight!!   My degree failure in my 20s became a part of my motivation and reason for what I do today!    gets in our way so much if we don’t learn how to…  https://t.co/yIPl7Yd276,['anxiety'],My number one 2018 highlight!!   My degree failure in my 20s became a part of my motivation and reason for what I do today!   #anxiety gets in our way so much if we don’t learn how to…  https://t.co/yIPl7Yd276,1
2033,1079752270294777856,1079752270294777856,2018-12-31,jennlederer,pretty sure my goals for 2019 are to be more decisive and stop procrastinating. Will confirm tomorrow.    ,"['goals', 'clarity', 'newyearseve', 'anxiety']",pretty sure my goals for 2019 are to be more decisive and stop procrastinating. Will confirm tomorrow. #goals #clarity #NewYearsEve #anxiety,1
2034,1079750808516943872,1079750808516943872,2018-12-31,shoshamberg,Are you a current wearer of Irlen lenses? The new year is the perfect time to schedule your yearly Irlen Re-Tint session or refer a loved one for initial testing. Immediate benefits to ensure they work optimally for you.    ,"['migraines', 'adhd', 'anxiety', 'dyslexia']",Are you a current wearer of Irlen lenses? The new year is the perfect time to schedule your yearly Irlen Re-Tint session or refer a loved one for initial testing. Immediate benefits to ensure they work optimally for you. #migraines #ADHD #anxiety #dyslexia,1
2035,1079750737016614912,1079750737016614912,2018-12-31,malwareowl," is so bad today. However this is the last day that it controls me.  is the year I control it, as well as smashing other goals I’ve been setting! 2018 saw my confidence take a massive knock work wise - 2019 I’m gonna get it back!  ","['anxiety', 'goalsetting', 'newyearnewaims']","#Anxiety is so bad today. However this is the last day that it controls me. #2019 is the year I control it, as well as smashing other goals I’ve been setting! 2018 saw my confidence take a massive knock work wise - 2019 I’m gonna get it back! #GoalSetting #NewYearNewAims",1
2036,1079750334925467649,1079750334925467649,2018-12-31,hypnosisdirect, will help you boost your  and reduce .  https://t.co/shObPONh8a,"['hypnotherapy', 'selfconfidence', 'anxiety']",#Hypnotherapy will help you boost your #selfconfidence and reduce #anxiety.  https://t.co/shObPONh8a,1
2037,1079749906154151937,1079749906154151937,2018-12-31,sezziekathleen,I need to be less drunk and dizzy so I can fall asleep   ,"['newyearseve', 'nye2019', 'anxiety']",I need to be less drunk and dizzy so I can fall asleep #NewYearsEve #NYE2019 #Anxiety,1
2038,1079747258013417474,1079747258013417474,2018-12-31,jessicasmadwor1,Dude I’m not tired at all it’s just my mind doesn’t want my friends to worry about me not getting sleep@and tbh idk why I couldn’t sleep last night either but I can’t tell my friends they would be worried that’s not what I want my sister to feel about me  ,"['deeptalk', 'anxiety']",Dude I’m not tired at all it’s just my mind doesn’t want my friends to worry about me not getting sleep@and tbh idk why I couldn’t sleep last night either but I can’t tell my friends they would be worried that’s not what I want my sister to feel about me #deeptalk #anxiety,1
2039,1079747132251287552,1079747132251287552,2018-12-31,itsonlyanxiety,"Accepting our anxiety symptoms doesn’t make them worse. They are going to be there anyway. So we may as well accept.   Besides, acceptance eventually leads to recovery, whereas non-acceptance leads to continued suffering.    ","['anxiety', 'acceptance', 'recovery']","Accepting our anxiety symptoms doesn’t make them worse. They are going to be there anyway. So we may as well accept.   Besides, acceptance eventually leads to recovery, whereas non-acceptance leads to continued suffering.  #anxiety #acceptance #recovery",1
2040,1079746567043719170,1079746567043719170,2018-12-31,evellieregalx,"So I found this Jar from two years ago,seems I wasnt very consistent but looking at some of things I was proud of shows how far I have come since then I still don’t like talking on the phone but I can do it ! ,I’m doing alright ..    https://t.co/AJyUSKgb61","['simplethingscanbeabigdeal', 'anxiety', 'littlethings']","So I found this Jar from two years ago,seems I wasnt very consistent but looking at some of things I was proud of shows how far I have come since then I still don’t like talking on the phone but I can do it ! ,I’m doing alright ..#simplethingscanbeabigdeal #anxiety #littlethings  https://t.co/AJyUSKgb61",1
2041,1079746500123680775,1079746500123680775,2018-12-31,kearney,"From an intensifying  war to the global  epidemic to a more connected , here are the top 10  for the year ahead:  https://t.co/suDG2knMcZ","['trade', 'anxiety', 'africa', 'predictions']","From an intensifying #trade war to the global #anxiety epidemic to a more connected #Africa, here are the top 10 #predictions for the year ahead:  https://t.co/suDG2knMcZ",1
2042,1079745996689674240,1079745996689674240,2018-12-31,essioshower," comes in all shapes and sizes. For writer Marina Nazario, one of the biggest things that helped calm her anxiety is travel.   https://t.co/ItqtbwMCGw",['anxiety'],"#Anxiety comes in all shapes and sizes. For writer Marina Nazario, one of the biggest things that helped calm her anxiety is travel.   https://t.co/ItqtbwMCGw",1
2043,1079745971318374406,1079745971318374406,2018-12-31,trishhurtubise,Cured  &amp;  Naturally |  Talk  https://t.co/YmLu8lQbvs,"['anxiety', 'depersonalization', 'mentalhealth']",Cured #Anxiety &amp; #Depersonalization Naturally | #MentalHealth Talk  https://t.co/YmLu8lQbvs,1
2044,1079744108795756545,1079744108795756545,2018-12-31,clairenorman123,"Oh hi there, New Year’s Eve ...  https://t.co/SIzcFNdS1L",['anxiety'],"Oh hi there, New Year’s Eve #anxiety...  https://t.co/SIzcFNdS1L",1
2045,1079744032006434816,1079709317543137282,2018-12-31,npvsweden,"4. Danforth et al., 2018. Results from RCT pilot where 12  adults received -assisted  for their  . MDMA showed significant improvements one month after, compared to placebo. Effects still strong at 6-month follow up.  https://t.co/3HZzRVskZ2","['autistic', 'mdma', 'therapy', 'social', 'anxiety']","4. Danforth et al., 2018. Results from RCT pilot where 12 #autistic adults received #MDMA-assisted #therapy for their #social #anxiety. MDMA showed significant improvements one month after, compared to placebo. Effects still strong at 6-month follow up.  https://t.co/3HZzRVskZ2",1
2046,1079744019461296128,1079744019461296128,2018-12-31,herballypure,Panic Attacks and  Episodes Linked to  Deficiencies in Groundbreaking Study! Herbally Pure will be able to help with these issues and many more once we relaunch in 2019!!  https://t.co/EcmMwzLjAS  https://t.co/sPxeRlJMk4,"['anxiety', 'vitamin']",Panic Attacks and #Anxiety Episodes Linked to #Vitamin Deficiencies in Groundbreaking Study! Herbally Pure will be able to help with these issues and many more once we relaunch in 2019!!  https://t.co/EcmMwzLjAS  https://t.co/sPxeRlJMk4,1
2047,1079743802674421761,1079743802674421761,2018-12-31,rebeccadundon1,Lovely 2 mile winter walk with this one... Take that  .. Ba ha ha ❄💪👊  https://t.co/bpwyAWSPhN,['anxiety'],Lovely 2 mile winter walk with this one... Take that #anxiety .. Ba ha ha ❄💪👊  https://t.co/bpwyAWSPhN,1
2048,1079743530577342466,1079743530577342466,2018-12-31,dawnmccarty,"Breaking down  by who owns what:  of failing: I own that Afraid she'll be mad: She owns that, can't control others emotions  : I own that, turn it around or figure out why He told me I offended him: He owns that, the  is taken, never given","['anxiety', 'afraid', 'negative', 'thoughts', 'offense']","Breaking down #Anxiety by who owns what: #Afraid of failing: I own that Afraid she'll be mad: She owns that, can't control others emotions #Negative #thoughts: I own that, turn it around or figure out why He told me I offended him: He owns that, the #offense is taken, never given",1
2049,1079742821307944960,1079742821307944960,2018-12-31,trishhurtubise,How To Get Over an  Hangover |  Talk  https://t.co/p6vBnjb68D,"['anxiety', 'mentalhealth']",How To Get Over an #Anxiety Hangover | #MentalHealth Talk  https://t.co/p6vBnjb68D,1
2050,1079741246346797063,1079741246346797063,2018-12-31,trishhurtubise,I Was Broken But Now I Am Whole |  Talk  https://t.co/jU11t5iBNk ,"['mentalhealth', 'anxiety']",I Was Broken But Now I Am Whole | #MentalHealth Talk  https://t.co/jU11t5iBNk #anxiety,1
2051,1079740213453307909,1079740213453307909,2018-12-31,leightremaine,What Causes Anxiety?  https://t.co/MChpZpifYx  ,"['anxiety', 'mindfulness']",What Causes Anxiety?  https://t.co/MChpZpifYx #anxiety #mindfulness,1
2052,1079740015230550017,1079740015230550017,2018-12-31,p4tch_official,I hate the way the simplest remark can affect my mental health so much. This is a massive focus to stop that happening going forward ,['anxiety'],I hate the way the simplest remark can affect my mental health so much. This is a massive focus to stop that happening going forward #anxiety,1
2053,1079739275720228865,1079739275720228865,2018-12-31,design2fashion,Would like to remove agitation from your life       https://t.co/5awF2pCf4c,"['pranichealing', 'anxiety', 'anxietyproblems', 'anxious', 'mcks']",Would like to remove agitation from your life #pranichealing #anxiety #anxietyproblems #anxious #mcks  https://t.co/5awF2pCf4c,1
2054,1079736947323662336,1079736947323662336,2018-12-31,lindahobbis,Have you got the welcome mat out for anxiety? Is denying it really the right approach?    https://t.co/7xE5xuU9sy  https://t.co/3EM3WlVW0f,"['anxiety', 'mentalhealth']",Have you got the welcome mat out for anxiety? Is denying it really the right approach? #anxiety #mentalhealth  https://t.co/7xE5xuU9sy  https://t.co/3EM3WlVW0f,1
2055,1079732907504254979,1079732907504254979,2018-12-31,marycounselor,"Teen depression, Milton, Alpharetta, and Atlanta - Milton Counseling       https://t.co/Nhm6eFxtd2","['holidayblues', 'teendepression', 'anxiety', 'newyearsevepressurefun']","Teen depression, Milton, Alpharetta, and Atlanta - Milton Counseling #holidayblues #teendepression #anxiety #newyearsevepressurefun   https://t.co/Nhm6eFxtd2",1
2056,1079732659235049472,1079732659235049472,2018-12-31,detroitwayneihn,"With the  beginning tomorrow, it may bring upon some stress and . DWMHA can help you find healthy ways to deal with it so don't hesitate to use our 24-hr helpline 📞 800-241-4949  https://t.co/96h6zkyYo6  https://t.co/Y7duStJeJK","['newyear', 'anxiety']","With the #newyear beginning tomorrow, it may bring upon some stress and #anxiety. DWMHA can help you find healthy ways to deal with it so don't hesitate to use our 24-hr helpline 📞 800-241-4949  https://t.co/96h6zkyYo6  https://t.co/Y7duStJeJK",1
2057,1079732021637926913,1079732021637926913,2018-12-31,youwillgetthru,Can you put a price on being at peace with God and enjoying that peace? It’s such a wonderful thing to wake up free of fear and anxiousness.    ,"['peacewithgod', 'jesus', 'peace', 'anxiety']",Can you put a price on being at peace with God and enjoying that peace? It’s such a wonderful thing to wake up free of fear and anxiousness. #peacewithGod #Jesus #peace #anxiety,1
2058,1079728431569555456,1079728431569555456,2018-12-31,triadpcc,5 Ways to Cope with Anxiety as a Parent  https://t.co/8KmFMIyQ5k     https://t.co/KLgxWuQbZ2,"['parent', 'counseling', 'anxiety']",5 Ways to Cope with Anxiety as a Parent  https://t.co/8KmFMIyQ5k #Parent #Counseling #Anxiety  https://t.co/KLgxWuQbZ2,1
2059,1079728381103693824,1079728381103693824,2018-12-31,kidcalmblog,Project deadlines are a big source of  and  for kids. Work with your child to plan for upcoming projects so they don't make it worse by avoiding their work.  https://t.co/fiAFbla5i5,"['stress', 'anxiety']",Project deadlines are a big source of #stress and #anxiety for kids. Work with your child to plan for upcoming projects so they don't make it worse by avoiding their work.  https://t.co/fiAFbla5i5,1
2060,1079727296288866310,1079727296288866310,2018-12-31,elodievidal,So. How am I going to evade invitations to New Year's celebrations this year? ,['anxiety'],So. How am I going to evade invitations to New Year's celebrations this year? #anxiety,1
2061,1079726404332339200,1079726404332339200,2018-12-31,hypnosouthport,Are you suffering with ?  Are you experiencing disturbed ?  Are you in need of a way to slow down that inner voice of  and ?  Are you always putting everyone else’s  before your own?    https://t.co/XZE3Wf1SGJ,"['anxiety', 'sleep', 'worry', 'doubt', 'needs']",Are you suffering with #anxiety?  Are you experiencing disturbed #sleep?  Are you in need of a way to slow down that inner voice of #worry and #doubt?  Are you always putting everyone else’s #needs before your own?    https://t.co/XZE3Wf1SGJ,1
2062,1079724819988377600,1079724790368354304,2018-12-31,tosinodedele, is being worried about an uncertain outcome  ,"['anxiety', 'emotionsmastery', 'wholesomeliving']",#Anxiety is being worried about an uncertain outcome #EmotionsMastery #WholesomeLiving,1
2063,1079724324943290368,1079724324943290368,2018-12-31,debrareble,Transform your fear &amp;  into inner peace! Download your 3-part Anxiety SOS Support Kit  https://t.co/yKrXkw0CwJ  https://t.co/PrRCy78fUY,['anxiety'],Transform your fear &amp; #anxiety into inner peace! Download your 3-part Anxiety SOS Support Kit  https://t.co/yKrXkw0CwJ  https://t.co/PrRCy78fUY,1
2064,1079724273617510401,1079724273617510401,2018-12-31,mhscot,"You may not feel like it but you are strong, it takes strength and courage to cope with  and panic on a daily basis. This is a great quote to remember if you're struggling with anxiety. You are going to be okay. 💛    https://t.co/ibDg9ooblM","['anxiety', 'mondaymotivation', 'newyearmotivation']","You may not feel like it but you are strong, it takes strength and courage to cope with #anxiety and panic on a daily basis. This is a great quote to remember if you're struggling with anxiety. You are going to be okay. 💛 #MondayMotivation #NewYearMotivation  https://t.co/ibDg9ooblM",1
2065,1079724149436809217,1079724149436809217,2018-12-31,headstartfm,On the HeadStart Support and Guidance site: You Are More Than Your Anxiety (Video) -  https://t.co/uoD0DPW82g ,['anxiety'],On the HeadStart Support and Guidance site: You Are More Than Your Anxiety (Video) -  https://t.co/uoD0DPW82g #anxiety,1
2066,1079723931534282752,1079723931534282752,2018-12-31,calmreminder,8 AM Reminder: You are ok. You are safe. Don't panic.   ,"['anxiety', 'calm', 'panic']",8 AM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic,1
2067,1079723512904830977,1079723512904830977,2018-12-31,itsonlyanxiety,"There is nothing to figure out with anxiety, only things to accept.   Yes, it doesn't make sense that we feel so awful. Anxiety doesn't make sense. But when we are feeling awful, that is exactly what needs to be experienced and accepted.    ","['anxiety', 'acceptance', 'gad']","There is nothing to figure out with anxiety, only things to accept.   Yes, it doesn't make sense that we feel so awful. Anxiety doesn't make sense. But when we are feeling awful, that is exactly what needs to be experienced and accepted.  #anxiety #acceptance #GAD",1
2068,1079720915246624770,1079720915246624770,2018-12-31,nickyst1xx,I’m literally feeling anxious right now and I don’t even know why ...  ,"['anxiety', 'imnotokay']",I’m literally feeling anxious right now and I don’t even know why ... #anxiety #imnotokay,1
2069,1079720086829711360,1079720086829711360,2018-12-31,jobbatical,How the Best  Deal With   https://t.co/izi8ajtb6O,"['leaders', 'anxiety']",How the Best #Leaders Deal With #Anxiety  https://t.co/izi8ajtb6O,1
2070,1079717314721955841,1079717314721955841,2018-12-31,iamanxietybot,Today I'm anxious about how much everything costs -    https://t.co/RjOzgiUgsf,"['anxiety', 'anxietybot']",Today I'm anxious about how much everything costs - #anxiety #anxietybot  https://t.co/RjOzgiUgsf,1
2071,1079716789037219840,1079716789037219840,2018-12-31,emergentcounse1,"Don’t overwhelm yourself, start small! Don’t compare yourself, you are one of a kind and your recipe for success is unique! Do what works for you start small, think big!  …  https://t.co/IFXO8AsIYx",['anxiety'],"Don’t overwhelm yourself, start small! Don’t compare yourself, you are one of a kind and your recipe for success is unique! Do what works for you start small, think big!  #anxiety…  https://t.co/IFXO8AsIYx",1
2072,1079716337944088576,1079716337944088576,2018-12-31,emotionmatteruk,"Keep a diary of the situations that make you feel anxious so you can identify triggers, and challenge the roots of your !   https://t.co/UvP8Xx2sfQ","['anxiety', 'tips']","Keep a diary of the situations that make you feel anxious so you can identify triggers, and challenge the roots of your #anxiety! #Tips  https://t.co/UvP8Xx2sfQ",1
2073,1079713462257963013,1079713462257963013,2018-12-31,freopages,"""It is underneath this where the real power of change is: persevering and continuing even when it is hard and in the face of fear.""  https://t.co/ili98i5OuP   https://t.co/yzvJPjWf3Y",['anxiety'],"""It is underneath this where the real power of change is: persevering and continuing even when it is hard and in the face of fear.""  https://t.co/ili98i5OuP #Anxiety  https://t.co/yzvJPjWf3Y",1
2074,1079712820852228098,1079712820852228098,2018-12-31,pickle_mom,Moms of multiples are twice as likely to suffer... Recognize the signs and get the help you need --&gt;  https://t.co/chwCNiCCTI    https://t.co/RBcRDMXRPC,"['anxiety', 'twins']",Moms of multiples are twice as likely to suffer... Recognize the signs and get the help you need --&gt;  https://t.co/chwCNiCCTI #anxiety #twins  https://t.co/RBcRDMXRPC,1
2075,1079710923584094210,1079710921113722880,2018-12-31,ephemerall,"If it isn’t done perfectly in the time she demands it to be reported to county and state, it’s me that gets in trouble. Oh hey look, I just discovered the source of my anxiety.   ","['invisibleillness', 'anxiety', 'mentalhealth']","If it isn’t done perfectly in the time she demands it to be reported to county and state, it’s me that gets in trouble. Oh hey look, I just discovered the source of my anxiety. #invisibleillness #anxiety #mentalhealth",1
2076,1079710146694127617,1079710146694127617,2018-12-31,relationalp,"Jim Kepner on the relationship between anxiety, breathing and the body in gestalt therapy       https://t.co/LcaQ01Nd6j","['gestalttherapy', 'anxiety', 'breathing', 'awareness']","Jim Kepner on the relationship between anxiety, breathing and the body in gestalt therapy #gestalttherapy #anxiety #breathing #awareness   https://t.co/LcaQ01Nd6j",1
2077,1079708955578900481,1079708955578900481,2018-12-31,nybhealth,16 'Hidden' Signs of  We Don't Talk About:  https://t.co/mPni1HCUlS      https://t.co/vpP3EKNK9l,"['anxiety', 'catastrophizing', 'dissociation', 'balance', 'hotflashes']",16 'Hidden' Signs of #Anxiety We Don't Talk About:  https://t.co/mPni1HCUlS #catastrophizing #dissociation #balance #hotflashes  https://t.co/vpP3EKNK9l,1
2078,1079708889178951681,1079708889178951681,2018-12-31,cfirca,Are you feeling overly  or experiencing ? Learn how clinicians at CFIR provide clients with a comprehensive assessment and diagnosis of  issues to facilitate appropriate treatment planning.   Learn more:  https://t.co/ISXVhrCk1Z    https://t.co/h7T6Q2szFu,"['stressed', 'burnout', 'anxiety', 'mentalhealth']",Are you feeling overly #stressed or experiencing #burnout? Learn how clinicians at CFIR provide clients with a comprehensive assessment and diagnosis of #anxiety issues to facilitate appropriate treatment planning.   Learn more:  https://t.co/ISXVhrCk1Z  #mentalhealth  https://t.co/h7T6Q2szFu,1
2079,1079706311456116737,1079706311456116737,2018-12-31,bizecentre,Nervous tired suffering from   and feeling  have a think about    https://t.co/E2Puv1HOqw,"['anxiety', 'anxietyproblems', 'anxious', 'pranichealing', 'mcks']",Nervous tired suffering from #anxiety #anxietyproblems and feeling #anxious have a think about #pranichealing #mcks  https://t.co/E2Puv1HOqw,1
2080,1079703594394370049,1079703594394370049,2018-12-31,informed_autism,This is a UK blog post and shares some insights into the  around school refusal. It the reason for it is often misunderstood.     https://t.co/dhtYkJi2av,"['anxiety', 'autismawareness', 'asd', 'autism']",This is a UK blog post and shares some insights into the #anxiety around school refusal. It the reason for it is often misunderstood. #AutismAwareness #ASD #Autism  https://t.co/dhtYkJi2av,1
2081,1079702610771410944,1079702610771410944,2018-12-31,meditatehealth, in middle age linked to higher risks of    https://t.co/fclXYUN3GE,"['anxiety', 'dementia']",#Anxiety in middle age linked to higher risks of #dementia   https://t.co/fclXYUN3GE,1
2082,1079699786138374144,1079699786138374144,2018-12-31,godatesco,How to Become a Sexually Confident Man?  https://t.co/3XtEWcXFXx   ,"['anxiety', 'confidentman', 'sexualconfidence']",How to Become a Sexually Confident Man?  https://t.co/3XtEWcXFXx #anxiety #confidentman #sexualconfidence,1
